num_jour,date,discipline,num_session,debut_epreuve,fin_epreuve,lieu_epreuve,nom_epreuve,NOM,Geo Point,SITES OLYMPIQUES PARALYMPIQUES,SPORTS,latitude,longitude,capacite
4,Mardi 30 Juillet,CANOE SLALOM,CSL03,15:30,18:30,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Canoë - hommes, demi-finale Canoë - hommes, finale",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
4,Mardi 30 Juillet,CANOE SLALOM,CSL04,15:00,19:10,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Canoë - femmes, éliminatoires - manches 1 et 2 Kayak - hommes, éliminatoires - manches 1 et 2",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
4,Mardi 30 Juillet,CANOE SLALOM,CSL05,15:30,18:30,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Canoë - femmes, demi-finale Canoë - femmes, finale",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
4,Mardi 30 Juillet,CANOE SLALOM,CSL06,15:30,18:35,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Kayak - hommes, demi-finale Kayak - hommes, finale",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
4,Mardi 30 Juillet,CANOE SLALOM,CSL07,15:30,19:15,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Kayak Cross - femmes, contre-la-montre Kayak Cross - hommes, contre-la-montre Kayak Cross - femmes, Repêchage 1 Kayak Cross - hommes, Repêchage 1 Kayak Cross - femmes, Repêchage 2 Kayak Cross - hommes, Repêchage 2",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
4,Mardi 30 Juillet,CANOE SLALOM,CSL08,15:30,17:25,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Kayak Cross - hommes, Eliminatoires Kayak Cross - femmes, Eliminatoires",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
4,Mardi 30 Juillet,CANOE SLALOM,CSL09,15:30,17:30,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Kayak Cross - femmes, quarts de finale Kayak Cross - hommes, quarts de finale Kayak Cross - femmes, demi-finales Kayak Cross - hommes, demi-finales Kayak Cross - femmes, petite finale Kayak Cross - hommes, petite finale",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
11,Mardi 6 Août,"CANOË, COURSE EN LIGNE",CSP01,15:30,17:30,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Kayak à quatre (K4) 500 m - femmes, éliminatoires Kayak à quatre (K4) 500 m - hommes, éliminatoires Canoë biplace (C2) 500 m - hommes, éliminatoires Canoë biplace (C2) 500 m - femmes, éliminatoires Kayak biplace (K2) 500 m - femmes, éliminatoires Kayak biplace (K2) 500 m - hommes, éliminatoires Canoë biplace (C2) 500 m - hommes, quarts de finale Canoë biplace (C2) 500 m - femmes, quarts de finale Kayak biplace (K2) 500 m - femmes, quarts de finale Kayak biplace (K2) 500 m - hommes, quarts de finale",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
11,Mardi 6 Août,"CANOË, COURSE EN LIGNE",CSP02,15:30,17:30,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Kayak monoplace (K1) 500 m - femmes, éliminatoires Kayak monoplace (K1) 1 000 m - hommes, éliminatoires Canoë monoplace (C1) 1 000 m - hommes, éliminatoires Kayak monoplace (K1) 500m - femmes, quarts de finale Kayak monoplace (K1) 1 000 m - hommes, quarts de finale Canoë monoplace (C1) 1 000 m - hommes, quarts de finale",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
11,Mardi 6 Août,"CANOË, COURSE EN LIGNE",CSP03,15:30,17:30,Stade nautique de Vaires-sur-Marne - Bassin eaux vives,"Canoë monoplace (C1) 200 m - femmes, éliminatoires Canoë biplace (C2) 500 m - hommes, demi-finales Kayak à quatre (K4) 500 m - femmes, demi-finales Kayak à quatre (K4) 500 m - hommes, demi-finales Canoë monoplace (C1) 200 m - femmes, quarts de finale Canoë biplace (C2) 500 m - hommes, finale B",Stade nautique,"48.862229, 2.636374","Site olympique,Site paralympique","Canoë,Para canoë,Aviron,Para aviron",48.862229,2.636374,24000.0
