num_jour,date,discipline,num_session,debut_epreuve,fin_epreuve,lieu_epreuve,nom_epreuve,parsing_epreuve,NOM,Geo Point,SITES OLYMPIQUES PARALYMPIQUES,SPORTS,latitude,longitude,url,capacite
5,Mercredi 31 Juillet,Judo,JUD09,10:00,14:00,Arena Champ-de-Mars,"-70 kg - femmes, éliminatoires -90 kg - hommes, éliminatoires","{""content"": [{""epreuve"": ""-70 kg"", ""genre"": ""femmes"", ""etape"": ""\u00e9liminatoires -90 kg - hommes, \u00e9liminatoires""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
5,Mercredi 31 Juillet,Judo,JUD10,16:00,19:00,Arena Champ-de-Mars,"-70 kg - femmes, repêchages -70 kg - femmes, demi-finales -90 kg - hommes, repêchages -90 kg - hommes, demi-finales -70 kg - femmes, combats bronze -90 kg - hommes, combats bronze -90 kg - hommes, finale","{""content"": [{""epreuve"": ""-70 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages -70 kg - femmes, demi-finales -90 kg - hommes, rep\u00eachages -90 kg - hommes, demi-finales -70 kg - femmes, combats bronze -90 kg - hommes, combats bronze -90 kg - hommes, finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
6,Jeudi 1 Août,Judo,JUD11,10:00,14:00,Arena Champ-de-Mars,"-78 kg - femmes, éliminatoires -100 kg - hommes, éliminatoires","{""content"": [{""epreuve"": ""-78 kg"", ""genre"": ""femmes"", ""etape"": ""\u00e9liminatoires -100 kg - hommes, \u00e9liminatoires""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
6,Jeudi 1 Août,Judo,JUD12,16:00,19:00,Arena Champ-de-Mars,"-100 kg - hommes, repêchages -100 kg - hommes, demi-finales -78 kg - femmes, repêchage -78 kg - femmes, demi-finales -100 kg - hommes, combats bronze -100 kg - hommes, finale -78 kg - femmes, combats bronze -78 kg - femmes, finale","{""content"": [{""epreuve"": ""-100 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages -100 kg - hommes, demi-finales -78 kg - femmes, rep\u00eachage -78 kg - femmes, demi-finales -100 kg - hommes, combats bronze -100 kg - hommes, finale -78 kg - femmes, combats bronze -78 kg - femmes, finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
7,Vendredi 2 Août,Judo,JUD13,10:00,14:00,Arena Champ-de-Mars,"+78 kg - femmes, éliminatoires +100 kg - hommes, éliminatoires","{""content"": [{""epreuve"": ""+78 kg"", ""genre"": ""femmes"", ""etape"": ""\u00e9liminatoires +100 kg - hommes, \u00e9liminatoires""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
7,Vendredi 2 Août,Judo,JUD14,16:00,19:00,Arena Champ-de-Mars,"+78 kg - femmes, repêchages +78 kg - femmes, demi-finales +100 kg - hommes, repêchages +100 kg - hommes, demi-finales +78 kg - femmes, combats bronze +78 kg - femmes, finale +100 kg - hommes, combats bronze +100 kg - hommes, finale","{""content"": [{""epreuve"": ""+78 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages +78 kg - femmes, demi-finales +100 kg - hommes, rep\u00eachages +100 kg - hommes, demi-finales +78 kg - femmes, combats bronze +78 kg - femmes, finale +100 kg - hommes, combats bronze +100 kg - hommes, finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
8,Samedi 3 Août,Judo,JUD15,08:00,14:00,Arena Champ-de-Mars,"Equipe mixte, éliminatoires Equipe mixte, repêchages Equipe mixte, demi-finales","{""content"": [{""etape"": ""Equipe mixte, \u00e9liminatoires Equipe mixte, rep\u00eachages Equipe mixte, demi-finales""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
8,Samedi 3 Août,Judo,JUD16,16:00,19:00,Arena Champ-de-Mars,"Equipe mixte, combats bronze Equipe mixte, finale","{""content"": [{""etape"": ""Equipe mixte, combats bronze Equipe mixte, finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Judo/,8000.0
10,Lundi 5 Août,Lutte,WRE01,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 60 kg - hommes, 8e de finale Libre, 68 kg - femmes, 8e de finale Lutte gréco-romaine, 130 kg - hommes,8e de finale Lutte gréco-romaine, 60 kg - hommes, quarts de finale Libre, 68 kg - femmes, quarts de finale Lutte gréco-romaine, 130 kg - hommes, quarts de finale","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 60 kg"", ""genre"": ""hommes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Libre, 68 kg"", ""genre"": ""femmes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 130 kg"", ""genre"": ""hommes,8e de finale Lutte gr\u00e9co-romaine"", ""etape"": ""60 kg - hommes, quarts de finale ""}, {""epreuve"": ""Libre, 68 kg"", ""genre"": ""femmes"", ""etape"": ""quarts de finale ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 130 kg"", ""genre"": ""hommes"", ""etape"": ""quarts de finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
10,Lundi 5 Août,Lutte,WRE02,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 60 kg - hommes, demi-finales Lutte gréco-romaine, 130 kg - hommes, demi-finales Libre, 68 kg - femmes, demi-finales","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 60 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 130 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 68 kg"", ""genre"": ""femmes"", ""etape"": ""demi-finales""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
11,Mardi 6 Août,Lutte,WRE03,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 60 kg - hommes, repêchages Libre, 68 kg - femmes, repêchages Lutte gréco-romaine, 130 kg - hommes, repêchages Lutte gréco-romaine, 77 kg - hommes, 8e de finale Libre, 50 kg - femmes, 8e de finale Lutte gréco-romaine, 97 kg - hommes,8e de finale Lutte gréco-romaine, 77 kg - hommes, quarts de finale Libre, 50 kg - femmes, quarts de finale Lutte gréco-romaine, 97 kg - hommes, quarts de finale","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 60 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 68 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 130 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 77 kg"", ""genre"": ""hommes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Libre, 50 kg"", ""genre"": ""femmes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 97 kg"", ""genre"": ""hommes,8e de finale Lutte gr\u00e9co-romaine"", ""etape"": ""77 kg - hommes, quarts de finale ""}, {""epreuve"": ""Libre, 50 kg"", ""genre"": ""femmes"", ""etape"": ""quarts de finale ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 97 kg"", ""genre"": ""hommes"", ""etape"": ""quarts de finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
11,Mardi 6 Août,Lutte,WRE04,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 77 kg - hommes, demi-finales Lutte gréco-romaine, 97 kg - hommes, demi-finales Libre, 50 kg - femmes, demi-finales Lutte gréco-romaine, 60 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 130 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 130 kg - hommes, match pour la médaille d'or Libre, 68 kg - femmes, match pour les médailles de bronze Libre, 68 kg - femmes, match pour la médaille d'or","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 77 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 97 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 50 kg"", ""genre"": ""femmes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 60 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 130 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 130 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 68 kg"", ""genre"": ""femmes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 68 kg"", ""genre"": ""femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
12,Mercredi 7 Août,Lutte,WRE05,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 77 kg - hommes, repêchages Libre, 50 kg - femmes, repêchages Lutte gréco-romaine, 97 kg - repêchages Lutte gréco-romaine, 67 kg - hommes, 8e de finale Libre, 53 kg - femmes, 8e de finale Lutte gréco-romaine, 87 kg - hommes,8e de finale Lutte gréco-romaine, 67 kg - hommes, quarts de finale Libre, 53 kg - femmes, quarts de finale Lutte gréco-romaine, 87 kg - hommes, quarts de finale","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 77 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 50 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 97 kg"", ""genre"": ""rep\u00eachages Lutte gr\u00e9co-romaine"", ""etape"": ""67 kg - hommes, 8e de finale ""}, {""epreuve"": ""Libre, 53 kg"", ""genre"": ""femmes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 87 kg"", ""genre"": ""hommes,8e de finale Lutte gr\u00e9co-romaine"", ""etape"": ""67 kg - hommes, quarts de finale ""}, {""epreuve"": ""Libre, 53 kg"", ""genre"": ""femmes"", ""etape"": ""quarts de finale ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 87 kg"", ""genre"": ""hommes"", ""etape"": ""quarts de finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
12,Mercredi 7 Août,Lutte,WRE06,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 67 kg - hommes, demi-finales Lutte gréco-romaine, 87 kg - hommes, demi-finales Libre, 53 kg - femmes, demi-finales Lutte gréco-romaine, 77 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 97 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 97 kg - hommes, match pour la médaille d'or Libre, 50 kg - femmes, match pour les médailles de bronze Libre, 50 kg - femmes, match pour la médaille d'or","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 67 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 87 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 53 kg"", ""genre"": ""femmes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 77 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 97 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 97 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 50 kg"", ""genre"": ""femmes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 50 kg"", ""genre"": ""femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
13,Jeudi 8 Août,Lutte,WRE07,Fin,19:00,Arena Champ-de-Mars,"Lutte gréco-romaine, 67 kg - hommes, repêchages Libre, 53 kg - femmes, repêchages Lutte gréco-romaine, 87 kg - repêchages Libre, 57 kg - hommes, 8e de finale Libre, 57 kg - femmes, 8e de finale Libre, 86 kg - hommes,8e de finale Libre, 57 kg - hommes, quarts de finale Libre, 57 kg - femmes, quarts de finale Libre, 86 kg - hommes, quarts de finale","{""content"": [{""epreuve"": ""Lutte gr\u00e9co-romaine, 67 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 53 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 87 kg"", ""genre"": ""rep\u00eachages Libre"", ""etape"": ""57 kg - hommes, 8e de finale ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""femmes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Libre, 86 kg"", ""genre"": ""hommes,8e de finale Libre"", ""etape"": ""57 kg - hommes, quarts de finale ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""femmes"", ""etape"": ""quarts de finale ""}, {""epreuve"": ""Libre, 86 kg"", ""genre"": ""hommes"", ""etape"": ""quarts de finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
13,Jeudi 8 Août,Lutte,WRE08,Fin,19:00,Arena Champ-de-Mars,"Libre, 57 kg - hommes, demi-finales Libre, 86 kg - hommes, demi-finales Libre, 57 kg - femmes, demi-finales Lutte gréco-romaine, 67 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 67 kg - hommes, match pour la médaille d'or Lutte gréco-romaine, 87 kg - hommes, match pour les médailles de bronze Lutte gréco-romaine, 87 kg - hommes, match pour la médaille d'or Libre, 53 kg - femmes, match pour les médailles de bronze Libre, 53 kg - femmes, match pour la médaille d'or","{""content"": [{""epreuve"": ""Libre, 57 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 86 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""femmes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 67 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 67 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 87 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Lutte gr\u00e9co-romaine, 87 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 53 kg"", ""genre"": ""femmes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 53 kg"", ""genre"": ""femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
13,Jeudi 8 Août,Lutte,WRE09,Fin,19:00,Arena Champ-de-Mars,"Libre, 57 kg - hommes, repêchages Libre, 57 kg - femmes, repêchages Libre, 86 kg - hommes, repêchages Libre, 74 kg - hommes, 8e de finale Libre, 62 kg - femmes, 8e de finale Libre, 125 kg - hommes,8e de finale Libre, 74 kg - hommes, quarts de finale Libre, 62 kg - femmes, quarts de finale Libre, 125 kg - hommes, quarts de finale","{""content"": [{""epreuve"": ""Libre, 57 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 86 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 74 kg"", ""genre"": ""hommes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Libre, 62 kg"", ""genre"": ""femmes"", ""etape"": ""8e de finale ""}, {""epreuve"": ""Libre, 125 kg"", ""genre"": ""hommes,8e de finale Libre"", ""etape"": ""74 kg - hommes, quarts de finale ""}, {""epreuve"": ""Libre, 62 kg"", ""genre"": ""femmes"", ""etape"": ""quarts de finale ""}, {""epreuve"": ""Libre, 125 kg"", ""genre"": ""hommes"", ""etape"": ""quarts de finale""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
13,Jeudi 8 Août,Lutte,WRE10,Fin,19:00,Arena Champ-de-Mars,"Libre, 74 kg - hommes, demi-finales Libre, 125 kg - hommes, demi-finales Libre, 62 kg - femmes, demi-finales Libre, 57 kg - hommes, match pour les médailles de bronze Libre, 86 kg - hommes, match pour les médailles de bronze Libre, 86 kg - hommes, match pour la médaille d'or Libre, 57 kg - femmes, match pour les médailles de bronze Libre, 57 kg - femmes, match pour la médaille d'or","{""content"": [{""epreuve"": ""Libre, 74 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 125 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 62 kg"", ""genre"": ""femmes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 86 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 86 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""femmes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 57 kg"", ""genre"": ""femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
13,Jeudi 8 Août,Lutte,WRE12,Fin,19:00,Arena Champ-de-Mars,"Libre, 65 kg - hommes, demi-finales Libre, 97 kg - hommes, demi-finales Libre, 76 kg - femmes, demi-finales Libre, 74 kg - hommes, match pour les médailles de bronze Libre, 74 kg - hommes, match pour la médaille d'or Libre, 125 kg - hommes, match pour les médailles de bronze Libre, 125 kg - hommes, match pour la médaille d'or Libre, 62 kg - femmes, match pour les médailles de bronze Libre, 62 kg - femmes, match pour la médaille d'or","{""content"": [{""epreuve"": ""Libre, 65 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 97 kg"", ""genre"": ""hommes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 76 kg"", ""genre"": ""femmes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""Libre, 74 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 74 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 125 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 125 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 62 kg"", ""genre"": ""femmes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 62 kg"", ""genre"": ""femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
13,Jeudi 8 Août,Lutte,WRE13,Fin,19:00,Arena Champ-de-Mars,"Libre, 65 kg - hommes, repêchages Libre, 76 kg - femmes, repêchages Libre, 97 kg - hommes, repêchages Libre, 65 kg - hommes, match pour les médailles de bronze Libre, 97 kg - hommes, match pour les médailles de bronze Libre, 97 kg - hommes, match pour la médaille d'or Libre, 76 kg - femmes, match pour les médailles de bronze Libre, 76 kg - femmes, match pour la médaille d'or","{""content"": [{""epreuve"": ""Libre, 65 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 76 kg"", ""genre"": ""femmes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 97 kg"", ""genre"": ""hommes"", ""etape"": ""rep\u00eachages ""}, {""epreuve"": ""Libre, 65 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 97 kg"", ""genre"": ""hommes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 97 kg"", ""genre"": ""hommes"", ""etape"": ""match pour la m\u00e9daille d'or ""}, {""epreuve"": ""Libre, 76 kg"", ""genre"": ""femmes"", ""etape"": ""match pour les m\u00e9dailles de bronze ""}, {""epreuve"": ""Libre, 76 kg"", ""genre"": ""femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Champs de Mars,"48.854536, 2.300413","Site olympique,Site paralympique","Judo,Para judo,Lutte,Rugby fauteuil",48.854536,2.300413,https://www.paris2024.org/fr/sport/Lutte/,8000.0
1,Samedi 27 Juillet,Natation,SWM01,11:00,13:00,Paris La Défense Arena,"100 m papillon - femmes, séries 400 m nage libre - femmes, séries 100 m brasse - hommes, séries 400 m nage libre - hommes, séries Relais 4x100 m nage libre - femmes, séries Relais 4x100 m nage libre - hommes, séries","{""content"": [{""epreuve"": ""100 m papillon"", ""genre"": ""femmes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""400 m nage libre"", ""genre"": ""femmes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""100 m brasse"", ""genre"": ""hommes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""400 m nage libre"", ""genre"": ""hommes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""Relais 4x100 m nage libre"", ""genre"": ""femmes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""Relais 4x100 m nage libre"", ""genre"": ""hommes"", ""etape"": ""s\u00e9ries""}]}",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971,https://www.paris2024.org/fr/sport/Natation/,17000.0
1,Samedi 27 Juillet,Natation,SWM02,20:30,22:30,Paris La Défense Arena,"100 m papillon - femmes, demi-finales 400 m nage libre - hommes, finale 400 m nage libre - femmes, finale 100 m brasse - hommes - demi-finales Relais 4x100 m nage libre - femmes, finale Relais 4x100 m nage libre - hommes, final","{""content"": [{""epreuve"": ""100 m papillon"", ""genre"": ""femmes"", ""etape"": ""demi-finales ""}, {""epreuve"": ""400 m nage libre"", ""genre"": ""hommes"", ""etape"": ""finale ""}, {""epreuve"": ""400 m nage libre"", ""genre"": ""femmes"", ""etape"": ""finale ""}, {""epreuve"": ""100 m brasse"", ""genre"": ""hommes - demi-finales Relais 4x100 m nage libre - femmes"", ""etape"": ""finale ""}, {""epreuve"": ""Relais 4x100 m nage libre"", ""genre"": ""hommes"", ""etape"": ""final""}]}",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971,https://www.paris2024.org/fr/sport/Natation/,17000.0
1,Samedi 27 Juillet,Natation,SWM03,11:00,13:00,Paris La Défense Arena,"200 m nage libre - hommes, séries 400 m quatre nages individuel - hommes, séries 100 m brasse - femmes, séries 100 m dos - hommes, séries 200 m nage libre - femmes, séries","{""content"": [{""epreuve"": ""200 m nage libre"", ""genre"": ""hommes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""400 m quatre nages individuel"", ""genre"": ""hommes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""100 m brasse"", ""genre"": ""femmes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""100 m dos"", ""genre"": ""hommes"", ""etape"": ""s\u00e9ries ""}, {""epreuve"": ""200 m nage libre"", ""genre"": ""femmes"", ""etape"": ""s\u00e9ries""}]}",La Défense Arena,"48.89566, 2.22971","Site olympique,Site paralympique","Natation,Para natation,Water-polo",48.89566,2.22971,https://www.paris2024.org/fr/sport/Natation/,17000.0
