num_jour,date,discipline,num_session,debut_epreuve,fin_epreuve,lieu_epreuve,nom_epreuve,parsing_epreuve,NOM,Geo Point,SITES OLYMPIQUES PARALYMPIQUES,SPORTS,latitude,longitude,url,capacite
11,Mardi 6 Août,Basketball,BKB30,18:00,20:00,Arena Bercy,"Hommes, quart de finale","{""content"": [{""genre"": ""Hommes"", ""etape"": ""quart de finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
11,Mardi 6 Août,Basketball,BKB31,21:30,23:30,Arena Bercy,"Hommes, quart de finale","{""content"": [{""genre"": ""Hommes"", ""etape"": ""quart de finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
12,Mercredi 7 Août,Basketball,BKB32,11:00,13:00,Arena Bercy,"Femmes, quart de finale","{""content"": [{""genre"": ""Femmes"", ""etape"": ""quart de finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
12,Mercredi 7 Août,Basketball,BKB33,14:30,16:30,Arena Bercy,"Femmes, quart de finale","{""content"": [{""genre"": ""Femmes"", ""etape"": ""quart de finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
12,Mercredi 7 Août,Basketball,BKB34,18:00,20:00,Arena Bercy,"Femmes, quart de finale","{""content"": [{""genre"": ""Femmes"", ""etape"": ""quart de finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
12,Mercredi 7 Août,Basketball,BKB35,21:30,23:30,Arena Bercy,"Femmes, quart de finale","{""content"": [{""genre"": ""Femmes"", ""etape"": ""quart de finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
13,Jeudi 8 Août,Basketball,BKB36,17:30,19:30,Arena Bercy,"Hommes, demi-finale","{""content"": [{""genre"": ""Hommes"", ""etape"": ""demi-finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
13,Jeudi 8 Août,Basketball,BKB37,21:00,23:00,Arena Bercy,"Hommes, demi-finale","{""content"": [{""genre"": ""Hommes"", ""etape"": ""demi-finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
14,Vendredi 9 Août,Basketball,BKB38,17:30,19:30,Arena Bercy,"Femmes, demi-finale","{""content"": [{""genre"": ""Femmes"", ""etape"": ""demi-finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
14,Vendredi 9 Août,Basketball,BKB39,21:00,23:00,Arena Bercy,"Femmes, demi-finale","{""content"": [{""genre"": ""Femmes"", ""etape"": ""demi-finale""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
15,Samedi 10 Août,Basketball,BKB40,11:00,13:00,Arena Bercy,"Hommes, match pour la médaille de bronze","{""content"": [{""genre"": ""Hommes"", ""etape"": ""match pour la m\u00e9daille de bronze""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
15,Samedi 10 Août,Basketball,BKB41,21:30,00:00,Arena Bercy,"Hommes, match pour la médaille d'or","{""content"": [{""genre"": ""Hommes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
16,Dimanche 11 Août,Basketball,BKB42,11:30,13:30,Arena Bercy,"Femmes, match pour la médaille de bronze","{""content"": [{""genre"": ""Femmes"", ""etape"": ""match pour la m\u00e9daille de bronze""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
16,Dimanche 11 Août,Basketball,BKB43,15:30,18:00,Arena Bercy,"Femmes, match pour la médaille d'or","{""content"": [{""genre"": ""Femmes"", ""etape"": ""match pour la m\u00e9daille d'or""}]}",Arena Bercy,"48.838649, 2.378496","Site olympique,Site paralympique","Basketball,Basket fauteuil,Gymnastique artistique,trampoline",48.838649,2.378496,https://www.paris2024.org/fr/sport/Basketball/,20300.0
4,Mardi 30 Juillet,Basketball 3x3,BK301,17:30,19:30,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
4,Mardi 30 Juillet,Basketball 3x3,BK302,21:00,23:00,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
5,Mercredi 31 Juillet,Basketball 3x3,BK303,17:30,19:30,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
5,Mercredi 31 Juillet,Basketball 3x3,BK304,21:00,23:00,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
6,Jeudi 1 Août,Basketball 3x3,BK305,09:00,11:00,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
6,Jeudi 1 Août,Basketball 3x3,BK306,12:30,14:30,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
6,Jeudi 1 Août,Basketball 3x3,BK307,18:00,20:00,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
6,Jeudi 1 Août,Basketball 3x3,BK308,21:30,23:30,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
7,Vendredi 2 Août,Basketball 3x3,BK309,09:00,11:00,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
7,Vendredi 2 Août,Basketball 3x3,BK310,12:30,14:30,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
7,Vendredi 2 Août,Basketball 3x3,BK311,17:30,19:30,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
7,Vendredi 2 Août,Basketball 3x3,BK312,21:00,23:00,La Concorde 1,"Femmes, matches de poule (2 matchs) Hommes, matches de poule (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (2 matchs) Hommes, matches de poule (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
8,Samedi 3 Août,Basketball 3x3,BK313,17:30,19:30,La Concorde 1,"Femmes, matches de poule (4 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""matches de poule (4 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
8,Samedi 3 Août,Basketball 3x3,BK314,21:30,22:30,La Concorde 1,"Femmes, play in (2 matchs)","{""content"": [{""genre"": ""Femmes"", ""etape"": ""play in (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
9,Dimanche 4 Août,Basketball 3x3,BK315,17:30,19:30,La Concorde 1,"Hommes, matches de poule (4 matches)","{""content"": [{""genre"": ""Hommes"", ""etape"": ""matches de poule (4 matches)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
9,Dimanche 4 Août,Basketball 3x3,BK316,21:30,22:30,La Concorde 1,"Hommes, play in (2 matchs)","{""content"": [{""genre"": ""Hommes"", ""etape"": ""play in (2 matchs)""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
10,Lundi 5 Août,Basketball 3x3,BK317,17:30,19:30,La Concorde 1,"Femmes et hommes, demi-finales","{""content"": [{""genre"": ""Femmes et hommes"", ""etape"": ""demi-finales""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
10,Lundi 5 Août,Basketball 3x3,BK318,21:00,23:20,La Concorde 1,"Femmes, match pour la médaille de bronze Hommes, match pour la médaille de bronze","{""content"": [{""genre"": ""Femmes"", ""etape"": ""match pour la m\u00e9daille de bronze Hommes, match pour la m\u00e9daille de bronze""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Basketball-3x3/,35000.0
4,Mardi 30 Juillet,Bmx freestyle,BMF01,13:25,16:30,La Concorde,"Park - femmes, qualification Park - hommes, qualification","{""content"": [{""epreuve"": ""Park"", ""genre"": ""femmes"", ""etape"": ""qualification ""}, {""epreuve"": ""Park"", ""genre"": ""hommes"", ""etape"": ""qualification""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Bmx-freestyle/,35000.0
5,Mercredi 31 Juillet,Bmx freestyle,BMF02,13:10,16:30,La Concorde,"Park - femmes, finale Park - hommes, finale","{""content"": [{""epreuve"": ""Park"", ""genre"": ""femmes"", ""etape"": ""finale ""}, {""epreuve"": ""Park"", ""genre"": ""hommes"", ""etape"": ""finale""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Bmx-freestyle/,35000.0
6,Jeudi 1 Août,Bmx racing,BMX01,20:00,22:20,Stade BMX de Saint-Quentin-en-Yvelines,"Homme, quarts de finale Femme, quarts de finale Homme, tour de la dernière chance Femme, tour de la dernière chance","{""content"": [{""genre"": ""Homme"", ""etape"": ""quarts de finale ""}, {""genre"": ""Femme"", ""etape"": ""quarts de finale ""}, {""genre"": ""Homme"", ""etape"": ""tour de la derni\u00e8re chance ""}, {""genre"": ""Femme"", ""etape"": ""tour de la derni\u00e8re chance""}]}",Stade BMX de Saint-Quentin-en-Yvelines,"48.787261, 2.034736",Site olympique,BMX race,48.787261,2.034736,https://www.paris2024.org/fr/sport/Bmx-racing/,3000.0
7,Vendredi 2 Août,Bmx racing,BMX02,20:00,22:30,Stade BMX de Saint-Quentin-en-Yvelines,"Homme, demi-finales Femme, demi-finales","{""content"": [{""genre"": ""Homme"", ""etape"": ""demi-finales ""}, {""genre"": ""Femme"", ""etape"": ""demi-finales""}]}",Stade BMX de Saint-Quentin-en-Yvelines,"48.787261, 2.034736",Site olympique,BMX race,48.787261,2.034736,https://www.paris2024.org/fr/sport/Bmx-racing/,3000.0
14,Vendredi 9 Août,Breaking,BKG01,16:00,18:00,La Concorde 1,"Femme, qualifications","{""content"": [{""genre"": ""Femme"", ""etape"": ""qualifications""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Breaking/,35000.0
14,Vendredi 9 Août,Breaking,BKG02,20:00,22:00,La Concorde 1,"Femme, finale","{""content"": [{""genre"": ""Femme"", ""etape"": ""finale""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Breaking/,35000.0
15,Samedi 10 Août,Breaking,BKG03,16:00,18:00,La Concorde 1,"Homme, qualifications","{""content"": [{""genre"": ""Homme"", ""etape"": ""qualifications""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Breaking/,35000.0
15,Samedi 10 Août,Breaking,BKG04,20:00,22:00,La Concorde 1,"Homme, finale","{""content"": [{""genre"": ""Homme"", ""etape"": ""finale""}]}",Stade de la Concorde,"48.865589, 2.321205",Site olympique,"Basketball 3x3,BMX freestyle,Breaking,Skateboard",48.865589,2.321205,https://www.paris2024.org/fr/sport/Breaking/,35000.0
1,Samedi 27 Juillet,Boxe,BOX01,15:30,17:55,Arena Paris Nord,"54kg - Femmes, 1/32 finale combat 1 54kg - Femmes, 1/32 finale combat 2 54kg - Femmes, 1/32 finale combat 3 60kg - Femmes, 1/32 finale combat 1 60kg - Femmes, 1/32 finale combat 2 60kg - Femmes, 1/32 finale combat 3 63.5kg - Hommes, 1/32 finale combat 1 63.5kg - Hommes, 1/32 finale combat 2 80kg - Hommes, 1/32 finale combat 1","{""content"": [{""epreuve"": ""54kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 1 ""}, {""epreuve"": ""54kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 2 ""}, {""epreuve"": ""54kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 3 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 1 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 2 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 3 ""}, {""epreuve"": ""63.5kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 1 ""}, {""epreuve"": ""63.5kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 2 ""}, {""epreuve"": ""80kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 1""}]}",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183,https://www.paris2024.org/fr/sport/Boxe/,8000.0
1,Samedi 27 Juillet,Boxe,BOX02,20:00,22:25,Arena Paris Nord,"54kg - Femmes, 1/32 finale combat 4 54kg - Femmes, 1/32 finale combat 5 54kg - Femmes, 1/32 finale combat 6 60kg - Femmes, 1/32 finale combat 4 60kg - Femmes, 1/32 finale combat 5 60kg - Femmes, 1/32 finale combat 6 63.5kg - Hommes, 1/32 finale combat 3 63.5kg - Hommes, 1/32 finale combat 4 80kg - Hommes, 1/32 finale combat 2","{""content"": [{""epreuve"": ""54kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 4 ""}, {""epreuve"": ""54kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 5 ""}, {""epreuve"": ""54kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 6 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 4 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 5 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 6 ""}, {""epreuve"": ""63.5kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 3 ""}, {""epreuve"": ""63.5kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 4 ""}, {""epreuve"": ""80kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 2""}]}",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183,https://www.paris2024.org/fr/sport/Boxe/,8000.0
2,Dimanche 28 Juillet,Boxe,BOX03,11:00,13:10,Arena Paris Nord,"57kg - Hommes, 1/32 finale combat 1 71kg - Hommes, 1/32 finale, combat 1 71kg - Hommes, 1/32 finale, combat 2 92kg - Hommes, 1/16 finale, combat 1 92kg - Hommes, 1/16 finale, combat 2 50kg - Femmes, 1/32 finale combat 1 50kg - Femmes, 1/32 finale combat 2 66kg - Femmes, 1/32 finale combat 3","{""content"": [{""epreuve"": ""57kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 1 ""}, {""epreuve"": ""71kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale, combat 1 ""}, {""epreuve"": ""71kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale, combat 2 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 1 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 2 ""}, {""epreuve"": ""50kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 1 ""}, {""epreuve"": ""50kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 2 ""}, {""epreuve"": ""66kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 3""}]}",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183,https://www.paris2024.org/fr/sport/Boxe/,8000.0
2,Dimanche 28 Juillet,Boxe,BOX04,15:30,17:40,Arena Paris Nord,"57kg - Hommes, 1/32 finale combat 2 71kg - Hommes, 1/32 finale, combat 3 92kg - Hommes, 1/16 finale, combat 3 92kg - Hommes, 1/16 finale, combat 4 92kg - Hommes, 1/16 finale, combat 4 50kg - Femmes, 1/32 finale combat 3 50kg - Femmes, 1/32 finale combat 4 66kg - Femmes, 1/32 finale combat 2","{""content"": [{""epreuve"": ""57kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 2 ""}, {""epreuve"": ""71kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale, combat 3 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 3 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 4 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 4 ""}, {""epreuve"": ""50kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 3 ""}, {""epreuve"": ""50kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 4 ""}, {""epreuve"": ""66kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 2""}]}",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183,https://www.paris2024.org/fr/sport/Boxe/,8000.0
2,Dimanche 28 Juillet,Boxe,BOX05,20:00,22:10,Arena Paris Nord,"71kg - Hommes, 1/32 finale combat 4 92kg - Hommes, 1/16 finale, combat 6 92kg - Hommes, 1/16 finale, combat 7 92kg - Hommes, 1/16 finale, combat 8 50kg - Femmes, 1/32 finale combat 5 50kg - Femmes, 1/32 finale combat 6 66kg - Femmes, 1/32 finale combat 3 66kg - Femmes, 1/32 finale combat 4","{""content"": [{""epreuve"": ""71kg"", ""genre"": ""Hommes"", ""etape"": ""1/32 finale combat 4 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 6 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 7 ""}, {""epreuve"": ""92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale, combat 8 ""}, {""epreuve"": ""50kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 5 ""}, {""epreuve"": ""50kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 6 ""}, {""epreuve"": ""66kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 3 ""}, {""epreuve"": ""66kg"", ""genre"": ""Femmes"", ""etape"": ""1/32 finale combat 4""}]}",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183,https://www.paris2024.org/fr/sport/Boxe/,8000.0
3,Lundi 29 Juillet,Boxe,BOX06,11:00,13:10,Arena Paris Nord,"60kg - Femmes, 1/16 finale combat 7 60kg - Femmes, 1/16 finale combat 8 60kg - Femmes, 1/16 finale combat 9 63,5kg - Hommes, 1/16 finale combat 5 63,5kg - Hommes, 1/16 finale combat 6 63,5kg - Hommes, 1/16 finale combat 7 +92kg - Hommes, 1/16 finale combat 1 +92kg - Hommes, 1/16 finale combat 2","{""content"": [{""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/16 finale combat 7 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/16 finale combat 8 ""}, {""epreuve"": ""60kg"", ""genre"": ""Femmes"", ""etape"": ""1/16 finale combat 9 ""}, {""epreuve"": ""63,5kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale combat 5 ""}, {""epreuve"": ""63,5kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale combat 6 ""}, {""epreuve"": ""63,5kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale combat 7 ""}, {""epreuve"": ""+92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale combat 1 ""}, {""epreuve"": ""+92kg"", ""genre"": ""Hommes"", ""etape"": ""1/16 finale combat 2""}]}",Arena Paris nord,"48.971314, 2.519183","Site olympique,Site paralympique","Boxe,Escrime,Pentathlon moderne,Volley-ball assis",48.971314,2.519183,https://www.paris2024.org/fr/sport/Boxe/,8000.0
